order_id,product_id,product_name,category,quantity,unit_price,discount_amount,cost_price
ORD-00304494,458,CLASSIC JACKET,Clothing,1,212.73,0.0,127.11
ORD-00304494,878,Durable Shirt,Clothing,2,16.15,0.0,8.15
ORD-00304494,916,Compact Headphones,Electronics,3,222.38,0.0,149.21
ORD-00304494,1104,Compact Camera,Electronics,1,126.7,0.0,81.52
ORD-00304494,1114,Durable Sweater,Clothing,2,206.81,0.0,122.81
ORD-00367171,90,Durable Sweater,Clothing,3,87.69,0.0,58.22
ORD-00367171,269,Modern Lamp,Home,2,69.14,0.0,33.05
ORD-00367171,270,Classic Shirt,Clothing,3,54.04,0.0,23.82
ORD-00367171,305,Interactive Blocks,Toys,1,241.93,0.0,153.59
ORD-00367171,535,Portable Speaker,Electronics,2,80.55,0.0,41.82
ORD-00367171,557,Comfortable Shirt,Clothing,2,17.39,0.0,8.84
ORD-00367171,617,Cozy Lamp,Home,1,245.26,0.0,152.94
ORD-00367171,720,Colorful Blocks,Toys,1,241.01,0.0,116.4
ORD-00372784,613,Comfortable Jacket,Clothing,2,162.63,0.0,72.71
ORD-00372784,1101,Smart Speaker,Electronics,2,117.92,0.0,77.71
ORD-00432257,378,Wireless Monitor,Electronics,1,97.92,0.0,55.4
ORD-00432257,552, cozy chair  ,Home,1,183.56,0.0,106.74
ORD-00432257,710,COMPACT MONITOR,Electronics,3,196.86,0.0,134.8
ORD-00432257,778,MODERN ANTHOLOGY,Books,3,53.69,0.0,35.77
ORD-00432257,990,Hardcover Memoir,Books,1,66.59,0.0,38.96
ORD-00432257,1222,Interactive Blocks,Toys,2,222.48,0.0,141.16
ORD-00442816,62,Smart Camera,Electronics,1,162.16,0.0,84.31
ORD-00442816,673,CLASSIC GUIDE,Books,3,171.5,0.0,85.66
ORD-00442816,743,Rustic Chair,Home,2,197.41,0.0,96.73
ORD-00442816,1011,  Educational Puzzle ,Toys,2,157.01,0.0,78.62
ORD-00480739,134,Elegant Table,Home,3,106.25,0.0,48.48
ORD-00480739,1242,Portable Monitor,Electronics,4,145.4,0.0,82.84
ORD-00480739,1283,Modern Chair,Home,4,6.26,0.0,2.87
ORD-00585884,65,Elegant Table,Home,5,225.38,0.0,103.0
ORD-00585884,70,  Smart Camera ,Electronics,5,56.49,0.0,35.91
ORD-00585884,305,Interactive Blocks,Toys,5,241.93,0.0,153.59
ORD-00585884,334,Rustic Table,Home,4,188.2,0.0,109.48
ORD-00585884,472,Illustrated Memoir,Books,6,116.52,91.47,59.2
ORD-00585884,519,Stylish Shirt,Clothing,3,80.17,0.0,48.63
ORD-00585884,630,Modern Anthology,Books,3,242.77,58.16,130.09
ORD-00585884,670,Smart Speaker,Electronics,6,225.53,0.0,111.71
ORD-00585884,792,Classic Sweater,Clothing,3,105.4,77.0,52.34
ORD-00585884,940,Hardcover Anthology,Books,1,196.72,0.0,92.63
ORD-00585884,976,Rustic Lamp,Home,6,205.36,0.0,88.69
ORD-00585884,1054,Classic Shirt,Clothing,1,220.19,0.0,97.03
ORD-00585884,1130,Classic Novel,Books,3,234.4,152.69,146.97
ORD-00585884,1225,Hardcover Novel,Books,1,11.83,0.0,7.56
ORD-00588512,267,Modern Novel,Books,1,145.61,0.0,81.37
ORD-00588512,311,Classic Anthology,Books,3,154.47,0.0,70.7
ORD-00588512,362,Rustic Rug,Home,2,102.17,47.81,48.2
ORD-00588512,417,Rustic Table,Home,3,159.29,0.0,72.62
ORD-00588512,527,Portable Headphones,Electronics,3,44.85,0.0,18.93
ORD-00588512,794,Comfortable Shirt,Clothing,3,51.95,0.0,21.28
ORD-00588512,867,Hardcover Novel,Books,1,50.29,0.0,20.95
ORD-00588512,1156,Smart Speaker,Electronics,1,244.74,20.17,134.55
ORD-00592575,47,Classic Jacket,Clothing,5,220.42,0.0,112.6
ORD-00592575,48,Cozy Lamp,Home,6,168.63,0.0,95.51
ORD-00592575,221,Elegant Lamp,Home,1,95.34,0.0,46.35
ORD-00592575,293, Portable Monitor  ,Electronics,6,241.84,0.0,112.35
ORD-00592575,952,Hardcover Anthology,Books,2,66.71,0.0,27.37
ORD-00592575,1037,Cozy Lamp,Home,1,84.96,10.48,49.48
ORD-00592575,1166,Smart Speaker,Electronics,3,74.65,0.0,51.84
ORD-00592575,1235,Modern Rug,Home,6,40.36,0.0,17.68
ORD-00638155,431,Interactive Puzzle,Toys,1,145.31,0.0,69.8
ORD-00638155,739,Hardcover Memoir,Books,2,108.87,0.0,57.24
ORD-00638155,1023,  Hardcover Novel  ,Books,6,10.4,0.0,6.66
ORD-00638155,1177,Modern Lamp,Home,1,14.91,0.0,7.49
ORD-00648785,18,Elegant Table,Home,2,98.5,0.0,68.84
ORD-00648785,19,Illustrated Novel,Books,2,172.02,0.0,96.52
ORD-00648785,85,Interactive Car,Toys,1,6.44,0.0,3.26
ORD-00648785,275,comfortable jacket,Clothing,3,80.78,0.0,56.54
ORD-00648785,420,Fun Doll,Toys,6,94.62,0.0,43.44
ORD-00648785,451,Interactive Puzzle,Toys,1,6.98,0.0,3.51
ORD-00648785,549,Portable Camera,Electronics,2,174.18,0.0,72.25
ORD-00648785,556,Compact Headphones,Electronics,4,219.42,0.0,100.98
ORD-00648785,589,Cozy Rug,Home,2,45.4,21.82,30.51
ORD-00648785,611,Educational Blocks,Toys,5,132.18,0.0,80.16
ORD-00648785,865,Interactive Doll,Toys,2,58.13,15.58,34.75
ORD-00648785,980,Classic Jeans,Clothing,5,112.47,0.0,76.22
ORD-00648785,1028,Colorful Doll,Toys,5,243.44,0.0,158.67
ORD-00648785,1227,Classic Anthology,Books,6,35.33,0.0,22.15
ORD-00671035,43,Comfortable Jacket,Clothing,6,107.71,147.0,61.94
ORD-00671035,77,Elegant Rug,Home,6,229.78,0.0,100.28
ORD-00671035,168,Cozy Lamp,Home,2,198.72,0.0,80.32
ORD-00671035,391,Cozy Chair,Home,5,30.05,0.0,12.81
ORD-00671035,589,Cozy Rug,Home,4,45.4,0.0,30.51
ORD-00671035,592,Cozy Lamp,Home,3,150.51,64.65,62.37
ORD-00671035,642,Rustic Lamp,Home,3,50.81,0.0,22.97
ORD-00671035,682,Durable Sweater,Clothing,5,14.9,0.0,9.36
ORD-00671035,852,Modern Novel,Books,5,132.56,0.0,70.98
ORD-00671035,949,Modern Rug,Home,1,184.91,40.93,106.62
ORD-00671035,1018,Modern Anthology,Books,6,200.98,0.0,137.39
ORD-00671035,1092,Portable Speaker,Electronics,1,98.99,0.0,48.94
ORD-00671035,1118,Educational Puzzle,Toys,2,241.13,0.0,131.6
ORD-00671035,1233,ELEGANT CHAIR,Home,5,170.82,0.0,88.97
ORD-00696794,15,Hardcover Guide,Books,1,187.52,41.74,105.33
ORD-00696794,289,Hardcover Memoir,Books,2,35.02,7.92,18.73
ORD-00696794,561,Illustrated Memoir,Books,2,17.16,0.0,11.26
ORD-00696794,617,Cozy Lamp,Home,1,245.26,0.0,152.94
ORD-00696794,1203,Portable Monitor,Electronics,2,79.39,0.0,36.74
ORD-00704328,54,Fun Blocks,Toys,3,147.71,0.0,65.65
ORD-00704328,75,Modern Table,Home,3,64.78,0.0,38.66
ORD-00704328,575,Classic Jacket,Clothing,2,59.45,0.0,27.76
ORD-00704328,670,Smart Speaker,Electronics,1,225.53,0.0,111.71
ORD-00704328,803,Interactive Blocks,Toys,2,226.11,46.45,127.76
ORD-00736090,283,Fun Puzzle,Toys,2,24.9,0.0,17.05
ORD-00736090,357,Elegant Table,Home,2,242.11,55.68,137.32
ORD-00736090,692,Rustic Rug,Home,3,163.58,0.0,85.6
ORD-00736090,754,Portable Speaker,Electronics,1,11.46,0.0,5.95
ORD-00736090,1088,Wireless Monitor,Electronics,2,171.14,0.0,118.36
ORD-00755437,72,Smart Camera,Electronics,2,27.88,0.0,19.11
ORD-00755437,1197,Colorful Puzzle,Toys,3,70.62,0.0,41.98
ORD-00755437,1231,Modern Novel,Books,2,40.91,0.0,21.59
ORD-00760470,145,Interactive Doll,Toys,2,214.72,0.0,112.35
ORD-00760470,648,Hardcover Guide,Books,3,167.52,105.36,83.65
ORD-00760470,650,Educational Puzzle,Toys,1,172.23,0.0,85.47
ORD-00760470,1083,COMFORTABLE SWEATER,Clothing,2,243.93,74.58,122.35
ORD-00760470,1096,Portable Camera,Electronics,2,126.2,0.0,87.24
ORD-00760470,1117,Compact Headphones,Electronics,2,71.81,0.0,29.35
ORD-00791722,5,Cozy Chair,Home,3,43.09,16.18,29.61
ORD-00791722,118,Interactive Car,Toys,3,227.58,0.0,111.33
ORD-00791722,589,Cozy Rug,Home,1,45.4,3.34,30.51
ORD-00791722,761,Cozy Rug,Home,1,79.38,0.0,31.75
ORD-00809353,129,Fun Blocks,Toys,3,146.18,0.0,91.94
ORD-00830958,937,Smart Speaker,Electronics,6,75.27,0.0,31.97
ORD-00830958,947,Wireless Camera,Electronics,5,239.26,0.0,126.7
ORD-00830958,1001,Interactive Car,Toys,6,73.4,0.0,45.43
ORD-00830958,1010,Cozy Lamp,Home,4,77.66,0.0,48.6
ORD-00830958,1119,Wireless Camera,Electronics,4,152.39,52.14,100.6
ORD-00830958,1135,Modern Novel,Books,4,191.68,0.0,113.55
ORD-00830958,1181,Fun Puzzle,Toys,2,229.74,0.0,127.28
ORD-00830958,1270,  Interactive Car  ,Toys,1,136.84,13.88,87.06
ORD-00860539,58,Elegant Rug,Home,5,185.46,0.0,92.67
ORD-00860539,359,Illustrated Guide,Books,2,17.63,0.0,9.05
ORD-00860539,375,Comfortable Jacket,Clothing,6,133.47,0.0,63.04
ORD-00860539,577,Elegant Lamp,Home,6,120.69,0.0,55.32
ORD-00860539,592,  Cozy Lamp  ,Home,4,150.51,105.67,62.37
ORD-00860539,635,Fun Puzzle,Toys,2,98.31,0.0,40.89
ORD-00860539,883,Modern Memoir,Books,2,232.31,0.0,96.83
ORD-00860539,885,Compact Camera,Electronics,6,210.98,301.44,105.86
ORD-00860539,986,Modern Novel,Books,3,141.64,0.0,64.81
ORD-00860539,1008,Fun Car,Toys,5,118.62,0.0,52.38
ORD-00860539,1041,Cozy Lamp,Home,5,74.74,0.0,37.77
ORD-00860539,1044,Rustic Lamp,Home,3,40.19,0.0,19.73
ORD-00879078,554,Colorful Puzzle,Toys,5,131.24,0.0,58.76
ORD-00879078,1145,Elegant Rug,Home,2,179.82,0.0,82.21
ORD-00879078,1260,Modern Memoir,Books,3,25.56,0.0,15.1
ORD-00944548,174,Modern Guide,Books,3,221.93,120.58,132.38
ORD-00944548,309,Modern Lamp,Home,3,177.91,28.95,98.85
ORD-00944548,812,Durable Jacket,Clothing,3,150.83,0.0,73.92
ORD-00944548,1031,Classic Guide,Books,1,96.36,0.0,54.15
ORD-00944548,1157,Modern Anthology,Books,2,226.18,0.0,108.33
ORD-00944548,1163,Illustrated Guide,Books,3,217.7,96.99,98.88
ORD-00944548,1237,Colorful Puzzle,Toys,1,152.39,0.0,79.64
ORD-01029355,290,Wireless Camera,Electronics,1,236.62,0.0,155.99
ORD-01029355,385,Colorful Puzzle,Toys,1,28.93,0.0,13.59
ORD-01029355,662,Portable Headphones,Electronics,2,135.7,0.0,59.83
ORD-01055324,273,Hardcover Novel,Books,3,246.36,0.0,157.08
ORD-01055324,489,Classic Memoir,Books,3,71.63,0.0,30.26
ORD-01055324,890,Rustic Rug,Home,1,88.33,6.81,48.14
ORD-01115502,277,Portable Monitor,Electronics,1,171.63,0.0,86.39
ORD-01115502,363,Modern Memoir,Books,1,135.74,33.5,68.93
ORD-01115502,646,Cozy Lamp,Home,2,197.09,0.0,97.63
ORD-01115502,701,Portable Monitor,Electronics,1,95.74,0.0,39.54
ORD-01115502,832,Wireless Camera,Electronics,2,217.52,0.0,129.39
ORD-01115502,1168,Modern Table,Home,2,158.95,0.0,76.42
ORD-01135873,14,Durable Shirt,Clothing,3,221.75,0.0,131.47
ORD-01135873,172,Elegant Rug,Home,3,16.11,0.0,6.62
ORD-01135873,269,Modern Lamp,Home,2,69.14,34.44,33.05
ORD-01135873,271,Rustic Table,Home,2,249.33,0.0,160.36
ORD-01135873,559,Compact Camera,Electronics,2,124.75,0.0,66.6
ORD-01135873,1095,Portable Monitor,Electronics,3,121.6,36.57,79.81
ORD-01135873,1282,Cozy Lamp,Home,3,221.53,0.0,103.54
ORD-01166005,732,Fun Puzzle,Toys,1,212.76,0.0,108.8
ORD-01166005,1174,Educational Blocks,Toys,3,168.05,0.0,109.17
ORD-01166652,89,Rustic Table,Home,6,49.52,0.0,23.67
ORD-01166652,190,Interactive Puzzle,Toys,3,199.31,0.0,86.57
ORD-01166652,338,Compact Monitor,Electronics,5,27.28,0.0,15.09
ORD-01166652,480,Classic Sweater,Clothing,6,186.2,0.0,88.03
ORD-01166652,538,Illustrated Guide,Books,1,189.3,0.0,113.63
ORD-01166652,741,Comfortable Sweater,Clothing,4,202.0,0.0,114.45
ORD-01166652,921,Smart Speaker,Electronics,4,216.01,0.0,142.5
ORD-01235006,78,Cozy Table,Home,1,155.1,0.0,95.51
ORD-01235006,602,Elegant Lamp,Home,1,204.23,0.0,135.25
ORD-01235006,808,Stylish Sweater,Clothing,1,10.32,0.0,6.67
ORD-01235006,928,Cozy Rug,Home,1,50.52,0.0,29.37
ORD-01235006,1050,  Smart Monitor  ,Electronics,2,48.95,0.0,32.9
ORD-01240281,269,Modern Lamp,Home,3,69.14,36.54,33.05
ORD-01240281,394,Educational Doll,Toys,3,172.9,77.75,77.95
ORD-01240281,398,Modern Anthology,Books,3,112.85,0.0,59.72
ORD-01240281,553,Durable Jeans,Clothing,1,228.79,0.0,119.46
ORD-01240281,603,Classic Memoir,Books,3,185.94,57.55,79.68
ORD-01240281,698,Fun Doll,Toys,2,97.66,0.0,42.94
ORD-01240281,959,compact monitor,Electronics,1,58.5,4.12,34.69
ORD-01240281,1183,Classic Novel,Books,2,193.32,0.0,78.27
ORD-01259598,24,Comfortable Jeans,Clothing,1,220.11,0.0,150.57
ORD-01259598,119,Cozy Lamp,Home,5,154.36,0.0,96.02
ORD-01259598,250,Durable Jeans,Clothing,1,167.77,0.0,71.42
ORD-01259598,354,Modern Lamp,Home,2,243.21,0.0,165.98
ORD-01259598,951,Wireless Monitor,Electronics,4,28.94,0.0,12.48
ORD-01259598,998,Smart Headphones,Electronics,2,32.22,0.0,17.39
ORD-01259598,1075,Compact Camera,Electronics,4,245.42,0.0,129.39
ORD-01259598,1103,Modern Memoir,Books,1,83.99,0.0,36.06
ORD-01259598,1129,Compact Monitor,Electronics,3,100.18,0.0,67.41
ORD-01261479,25,Elegant Rug,Home,5,36.46,0.0,19.78
ORD-01261479,195,Colorful Puzzle,Toys,5,105.65,0.0,69.95
ORD-01261479,429,Rustic Lamp,Home,2,143.52,0.0,91.68
ORD-01261479,456,Wireless Headphones,Electronics,5,189.35,0.0,109.23
ORD-01261479,493,Fun Doll,Toys,2,209.8,0.0,104.55
ORD-01261479,606,Modern Memoir,Books,4,200.98,0.0,119.51
ORD-01261479,815,Elegant Chair,Home,5,133.47,63.71,66.17
ORD-01261479,847,Rustic Table,Home,4,179.44,0.0,91.91
ORD-01261479,970,Modern Lamp,Home,3,199.22,0.0,118.14
ORD-01261479,1134,Illustrated Anthology,Books,1,108.11,0.0,66.9
ORD-01290768,1217,Wireless Camera,Electronics,2,82.13,33.2,57.05
ORD-01298972,48,  Cozy Lamp  ,Home,2,168.63,17.38,95.51
ORD-01298972,245,Durable Shirt,Clothing,2,155.76,0.0,104.63
ORD-01298972,254,Modern Rug,Home,2,203.82,0.0,85.39
ORD-01298972,372,Compact Monitor,Electronics,1,96.43,0.0,56.45
ORD-01298972,468,Portable Speaker,Electronics,2,80.78,35.08,50.29
ORD-01298972,1151,  Wireless Speaker ,Electronics,2,17.77,4.63,12.07
ORD-01319619,213,Illustrated Memoir,Books,1,211.9,0.0,100.23
ORD-01319619,462,Cozy Rug,Home,3,191.87,0.0,131.69
ORD-01319619,557,Comfortable Shirt,Clothing,2,17.39,0.0,8.84
ORD-01319619,798,Colorful Puzzle,Toys,3,184.9,98.13,120.25
ORD-01319619,840,Classic Memoir,Books,3,137.85,0.0,63.69
ORD-01319619,867,Hardcover Novel,Books,3,50.29,0.0,20.95
ORD-01319619,1161,Elegant Table,Home,1,92.35,8.4,56.58
ORD-01319619,1282,Cozy Lamp,Home,1,221.53,0.0,103.54
ORD-01339001,440,Modern Table,Home,1,23.5,4.57,15.0
ORD-01339001,1058,Classic Anthology,Books,1,172.93,0.0,104.88
ORD-01339001,1091, Colorful Blocks  ,Toys,1,203.32,0.0,114.3
ORD-01339001,1203,Portable Monitor,Electronics,1,79.39,0.0,36.74
ORD-01349722,319,Modern Novel,Books,2,171.89,0.0,75.84
ORD-01349722,658,Classic Shirt,Clothing,1,100.07,0.0,58.95
ORD-01359091,56,Hardcover Guide,Books,4,168.4,0.0,85.23
ORD-01359091,577,Elegant Lamp,Home,3,120.69,0.0,55.32
ORD-01378084,104,Rustic Chair,Home,5,200.47,0.0,100.66
ORD-01378084,362,Rustic Rug,Home,1,102.17,0.0,48.2
ORD-01378084,532,Colorful Blocks,Toys,2,77.86,0.0,33.38
ORD-01378084,610,Elegant Lamp,Home,2,69.1,0.0,34.15
ORD-01378084,624,Smart Headphones,Electronics,5,50.95,0.0,34.6
ORD-01378084,839,Portable Headphones,Electronics,4,107.25,0.0,61.33
ORD-01378084,1104,Compact Camera,Electronics,3,126.7,0.0,81.52
ORD-01379288,20,Illustrated Anthology,Books,2,111.52,0.0,59.79
ORD-01379288,648,Hardcover Guide,Books,2,167.52,0.0,83.65
ORD-01379288,778,Modern Anthology,Books,1,53.69,0.0,35.77
ORD-01379288,835,Classic Sweater,Clothing,2,125.03,0.0,77.93
ORD-01379288,889,Illustrated Guide,Books,1,228.77,0.0,121.96
ORD-01398947,747,Educational Blocks,Toys,2,92.0,0.0,55.38
ORD-01398947,1138,interactive blocks,Toys,1,115.62,7.92,76.55
ORD-01411453,30,Wireless Camera,Electronics,5,22.36,16.31,10.54
ORD-01411453,278,Educational Doll,Toys,5,110.99,0.0,74.72
ORD-01411453,364,Modern Memoir,Books,1,29.16,0.0,20.25
ORD-01411453,381, Cozy Lamp  ,Home,1,231.42,0.0,140.09
ORD-01411453,677,Portable Headphones,Electronics,5,227.04,0.0,128.39
ORD-01411453,788,Hardcover Novel,Books,4,135.13,0.0,72.27
ORD-01411453,1111,Educational Car,Toys,3,57.17,0.0,39.37
ORD-01411453,1169,ILLUSTRATED MEMOIR,Books,5,84.6,23.31,52.41
ORD-01411453,1185,Modern Memoir,Books,4,157.83,0.0,75.68
ORD-01411453,1192,Elegant Lamp,Home,3,45.7,0.0,20.37
ORD-01434079,7,Portable Speaker,Electronics,2,243.41,0.0,125.01
ORD-01434079,79,Modern Rug,Home,1,187.2,0.0,101.54
ORD-01434079,133, Fun Car  ,Toys,2,26.57,0.0,12.64
ORD-01434079,412,Elegant Lamp,Home,1,208.67,0.0,129.18
ORD-01434079,1219,Fun Blocks,Toys,2,107.73,0.0,71.72
ORD-01434944,102,Hardcover Novel,Books,2,73.34,0.0,39.25
ORD-01434944,382,Fun Doll,Toys,1,232.55,0.0,114.96
ORD-01434944,430,Illustrated Anthology,Books,2,60.09,0.0,29.24
ORD-01434944,1011,Educational Puzzle,Toys,2,157.01,0.0,78.62
ORD-01463036,172,Elegant Rug,Home,1,16.11,0.0,6.62
ORD-01463036,337,  Educational Doll  ,Toys,1,45.31,6.35,29.74
ORD-01463036,374,Colorful Blocks,Toys,3,9.2,0.0,5.92
ORD-01463036,616,Portable Monitor,Electronics,2,201.31,0.0,107.59
ORD-01463036,632,Educational Doll,Toys,3,56.38,0.0,34.64
ORD-01463036,757,Stylish Jacket,Clothing,1,13.61,0.0,6.9
ORD-01463036,764,Smart Headphones,Electronics,2,105.88,0.0,60.16
ORD-01463036,1190,Compact Speaker,Electronics,3,56.26,0.0,33.45
ORD-01469267,1,Wireless Camera,Electronics,1,65.0,0.0,28.72
ORD-01469267,334,Rustic Table,Home,1,188.2,17.8,109.48
ORD-01469267,457,Modern Anthology,Books,1,198.81,0.0,94.3
ORD-01469267,592,Cozy Lamp,Home,2,150.51,0.0,62.37
ORD-01469267,1023,Hardcover Novel,Books,1,10.4,0.65,6.66
ORD-01469267,1244,Modern Rug,Home,2,217.25,0.0,108.1
ORD-01469679,15,Hardcover Guide,Books,6,187.52,0.0,105.33
ORD-01469679,227,Illustrated Anthology,Books,3,28.15,0.0,16.99
ORD-01469679,750,Compact Camera,Electronics,1,60.91,0.0,30.15
ORD-01469679,800,Stylish Jeans,Clothing,3,141.81,0.0,80.47
ORD-01469679,1048,Colorful Car,Toys,1,142.02,0.0,76.55
ORD-01469679,1196,Interactive Doll,Toys,1,180.0,0.0,100.53
ORD-01477540,30,Wireless Camera,Electronics,2,22.36,5.41,10.54
ORD-01477540,511,Hardcover Guide,Books,1,209.99,0.0,135.05
ORD-01477540,1108,Illustrated Memoir,Books,2,109.64,0.0,55.28
ORD-01491216,174,Modern Guide,Books,1,221.93,0.0,132.38
ORD-01491216,255,Smart Headphones,Electronics,1,15.73,0.0,7.23
ORD-01491216,688,Classic Memoir,Books,2,199.2,0.0,132.7
ORD-01491216,984,Modern Rug,Home,4,234.83,0.0,136.94
ORD-01491216,1182,Modern Lamp,Home,4,118.84,0.0,73.22
ORD-01491216,1218,Elegant Table,Home,5,191.0,0.0,114.23
ORD-01499317,1051,Wireless Camera,Electronics,1,125.8,31.15,86.95
ORD-01528144,848,Modern Rug,Home,5,45.13,0.0,21.12
ORD-01528144,893,Wireless Camera,Electronics,4,233.42,124.04,141.48
ORD-01528144,969, Stylish Jacket ,Clothing,1,52.31,0.0,32.22
ORD-01528144,996,Stylish Shirt,Clothing,2,48.62,0.0,24.9
ORD-01528144,1077,Compact Monitor,Electronics,4,191.76,0.0,117.25
ORD-01528144,1101,Smart Speaker,Electronics,1,117.92,16.38,77.71
ORD-01528144,1131,Stylish Shirt,Clothing,5,159.68,0.0,106.0
ORD-01586745,30,Wireless Camera,Electronics,5,22.36,17.87,10.54
ORD-01586745,112,Classic Jacket,Clothing,5,178.46,0.0,78.16
ORD-01586745,147,Elegant Rug,Home,5,128.06,131.93,73.9
ORD-01586745,205,Cozy Rug,Home,3,189.96,0.0,82.47
ORD-01586745,254,Modern Rug,Home,1,203.82,0.0,85.39
ORD-01586745,369,Rustic Chair,Home,1,46.47,11.1,28.63
ORD-01586745,592,Cozy Lamp,Home,1,150.51,0.0,62.37
ORD-01586745,684,Modern Memoir,Books,2,229.89,0.0,152.75
ORD-01586745,766,Rustic Chair,Home,1,74.75,16.68,46.56
ORD-01586745,901,Portable Speaker,Electronics,6,26.1,0.0,13.51
ORD-01586745,1193,Modern Lamp,Home,3,215.65,118.03,124.12
ORD-01614161,131,Portable Camera,Electronics,3,105.05,0.0,52.14
ORD-01614161,137,Educational Doll,Toys,5,81.13,0.0,32.78
ORD-01614161,159,Modern Anthology,Books,4,116.92,0.0,57.37
