cart_id,customer_id,created_at,updated_at,cart_total,status
CART-79245653,CUST-9305,2025-10-29T13:23:28,2025-10-29T13:24:02,152.3,abandoned
CART-96237314,CUST-5962,2025-10-23T15:56:10,2025-10-23T16:03:26,1656.58,abandoned
CART-23973919,GUEST-102646,2025-06-24T11:15:57,2025-06-24T11:37:01,1555.56,abandoned
CART-63723224,GUEST-102146,2025-08-04T21:03:03,2025-08-04T21:03:50,1237.32,ABANDONED
CART-70703243,GUEST-103855,2025-07-30T00:25:00,2025-07-30T00:29:07,942.45,converted
CART-49622852,GUEST-102877,2025-12-13T04:08:38,2025-12-13T04:24:42,1506.32,abandoned
CART-32756770,CUST-6742,2026-01-22T05:27:17,2026-01-22T05:36:42,850.95,abandoned
CART-69861618,GUEST-101772,2025-12-23T18:17:48,2025-12-23T18:39:39,0.0,emptied
CART-61229221,CUST-8967,2025-05-22T19:25:41,2025-05-22T19:36:58,1406.66,abandoned
CART-33347437,GUEST-101078,2025-08-03T03:57:17,2025-08-03T04:08:49,1233.88,abandoned
CART-12930336,CUST-6902,2025-12-30T10:12:48,2025-12-30T10:23:47,437.8,abandoned
CART-92832231,GUEST-102338,2025-04-28T22:30:56,2025-04-28T22:46:00,1717.83,abandoned
CART-84067183,GUEST-102601,2025-07-06T13:09:26,2025-07-06T13:10:20,229.74,converted
CART-69945115,CUST-10624,2026-03-14T01:44:23,2026-03-14T02:03:31,4588.3,abandoned
CART-62102513,GUEST-101373,2025-12-18T13:19:05,2025-12-18T13:37:17,1392.75,abandoned
CART-44719611,CUST-10730,2025-11-30T23:12:45,2025-11-30T23:19:15,0.0,emptied
CART-76281443,CUST-7540,2025-06-24T06:05:33,2025-06-24T06:24:07,0.0,emptied
CART-87796479,CUST-9535,2025-07-11T00:48:28,2025-07-11T00:57:10,0.0,emptied
CART-09423360,CUST-11057,2025-07-17T14:27:25,2025-07-17T14:32:54,236.22,converted
CART-94047653,CUST-7745,2025-10-20T05:21:06,2025-10-20T05:39:41,2138.22,abandoned
CART-22317195,CUST-6976,2025-09-18T07:31:44,2025-09-18T07:41:34,1081.03,converted
CART-52614189,GUEST-100398,2025-08-05T22:49:21,2025-08-05T23:08:21,1590.84,abandoned
CART-73476242,CUST-9893,2025-12-24T01:10:35,2025-12-24T01:35:51,2749.03,abandoned
CART-25592595,CUST-7803,2025-09-16T10:17:28,2025-09-16T10:27:58,2964.53,abandoned
CART-58843705,CUST-5668,2025-10-17T18:49:30,2025-10-17T19:05:19,677.07,  abandoned  
CART-78858472,CUST-6630,2025-10-06T16:39:33,2025-10-06T16:42:09,36.1,Abandoned
CART-05092469,CUST-6918,2025-05-27T14:45:14,2025-05-27T14:50:19,328.98,abandoned
CART-53303600,GUEST-102475,2026-01-19T04:54:17,2026-01-19T04:57:34,749.67,abandoned
CART-80842003,CUST-5927,2025-08-03T17:01:06,2025-08-03T17:26:04,2909.98,abandoned
CART-38891813,GUEST-102605,2026-03-03T03:15:11,2026-03-03T03:26:15,1303.84,abandoned
CART-05544546,CUST-7868,2026-03-31T12:53:35,2026-03-31T13:04:21,1375.32,converted
CART-69685928,CUST-10443,2025-11-17T15:54:06,2025-11-17T15:57:59,926.3,abandoned
CART-09787393,CUST-9230,2026-01-24T23:44:24,,3100.91,abandoned
CART-51570731,GUEST-103207,2025-12-26T21:30:59,2025-12-26T21:48:49,2143.94,abandoned
CART-57704497,CUST-10322,2026-01-24T17:47:52,2026-01-24T17:52:36,366.07,abandoned
CART-02339991,CUST-7291,2026-02-10T21:17:22,2026-02-10T21:30:56,706.45,abandoned
CART-90045040,CUST-6475,2025-07-29T03:27:18,2025-07-29T03:31:59,1303.74,abandoned
CART-38006089,CUST-6441,2026-02-23T16:57:54,2026-02-23T17:14:24,760.37,Abandoned
CART-23229905,CUST-7349,2026-04-14T03:38:31,2026-04-14T03:58:36,1200.0,abandoned
CART-32272340,CUST-6945,2025-10-12T09:10:02,2025-10-12T09:29:35,1327.09,ABANDONED
CART-61292723,CUST-11076,2025-05-03T22:30:49,2025-05-03T22:49:37,0.0,emptied
CART-42461402,GUEST-103446,2025-05-10T11:39:46,2025-05-10T11:43:05,679.74,abandoned
CART-54264632,CUST-10200,2025-06-17T07:06:26,,1220.7,abandoned
CART-06571805,GUEST-100924,2025-11-06T23:07:44,2025-11-06T23:11:32,1024.24,abandoned
CART-61832578,CUST-9133,2025-06-01T04:53:19,2025-06-01T04:59:20,636.12,abandoned
CART-54138759,CUST-8186,2026-03-25T07:02:57,2026-03-25T07:21:01,4034.42,abandoned
CART-72326932,CUST-9153,2025-06-18T01:57:40,2025-06-18T02:16:38,1681.73,abandoned
CART-45759510,GUEST-103208,2025-06-07T23:16:42,2025-06-07T23:17:42,25.58,abandoned
CART-16555607,CUST-6859,2025-07-13T18:50:47,2025-07-13T18:59:08,446.78,abandoned
CART-01464528,GUEST-101749,2025-06-11T11:56:20,2025-06-11T12:09:48,0.0,emptied
CART-43472900,GUEST-103327,2025-07-02T14:39:11,2025-07-02T14:42:09,178.27,abandoned
CART-60638167,GUEST-102768,2026-03-31T09:37:10,2026-03-31T09:44:49,301.05,abandoned
CART-70810206,CUST-9237,2025-09-18T09:41:50,2025-09-18T09:49:43,447.75,abandoned
CART-51183398,CUST-7518,2025-05-07T19:17:08,2025-05-07T19:24:44,155.81,abandoned
CART-08187525,GUEST-101173,2025-05-25T17:35:17,2025-05-25T17:47:43,0.0,emptied
CART-74106803,GUEST-100883,2025-11-08T16:51:13,2025-11-08T17:01:08,850.31,abandoned
CART-84163929,GUEST-103716,2026-03-11T05:24:41,2026-03-11T05:29:26,383.28,abandoned
CART-74639427,CUST-5839,2025-08-28T18:21:39,2025-08-28T18:40:58,3006.95,  abandoned  
CART-07053267,CUST-6761,2025-06-21T23:36:58,2025-06-21T23:45:59,97.44,abandoned
CART-99452089,GUEST-101650,2026-03-12T11:28:30,2026-03-12T11:34:41,391.12,abandoned
CART-95466396,GUEST-101654,2025-12-05T08:28:40,2025-12-05T08:29:01,221.75,abandoned
CART-77588446,CUST-5527,2026-03-18T06:34:34,2026-03-18T06:52:31,895.35,abandoned
CART-53218703,GUEST-100151,2025-11-11T23:01:51,2025-11-11T23:24:56,0.0,emptied
CART-57719021,CUST-5951,2025-07-02T16:21:42,2025-07-02T16:38:33,725.85,converted
CART-87101918,CUST-10503,2026-02-08T06:30:30,2026-02-08T06:53:42,1801.11,abandoned
CART-34991266,CUST-8853,2026-04-13T19:52:37,2026-04-13T20:07:11,1048.35,abandoned
CART-29816876,CUST-8323,2026-02-10T17:00:12,2026-02-10T17:05:37,442.93,abandoned
CART-62399243,GUEST-101659,2025-08-25T08:09:05,2025-08-25T08:23:20,1841.93,converted
CART-08110412,CUST-6108,2025-10-03T20:59:07,2025-10-03T21:18:10,1571.63,abandoned
CART-09055463,CUST-7125,2025-12-20T06:30:45,2025-12-20T06:34:17,588.12,abandoned
CART-56502921,GUEST-103820,2025-08-17T03:12:09,2025-08-17T03:21:07,1682.16,abandoned
CART-84354315,CUST-8972,2026-03-20T13:02:16,2026-03-20T13:15:04,1736.89,converted
CART-60895838,GUEST-100212,2025-07-25T14:33:49,2025-07-25T14:40:56,798.67,abandoned
CART-01042839,CUST-8826,2025-07-25T19:12:53,2025-07-25T19:30:56,2285.97,abandoned
CART-69935657,GUEST-102565,2025-05-27T20:43:13,2025-05-27T20:47:30,661.69,abandoned
CART-16495366,GUEST-100660,2025-12-01T17:07:52,2025-12-01T17:30:04,1495.99,abandoned
CART-35145468,CUST-10659,2025-12-05T17:48:55,2025-12-05T18:22:37,3786.99,abandoned
CART-57666241,CUST-6131,2025-10-15T06:55:42,2025-10-15T07:02:07,1036.74,converted
CART-07463170,CUST-9356,2025-05-21T05:41:04,2025-05-21T05:48:11,1095.32,abandoned
CART-63439818,CUST-8650,2026-02-22T22:07:38,2026-02-22T22:18:52,1097.84,abandoned
CART-36113650,GUEST-100684,2026-04-12T21:27:31,2026-04-12T21:40:46,1474.0,abandoned
CART-76799585,CUST-9211,2026-03-07T21:42:46,2026-03-07T21:44:52,197.15,  abandoned  
CART-81698749,GUEST-101040,2026-03-31T16:10:36,2026-03-31T16:27:39,0.0,emptied
CART-36303525,CUST-8114,2025-10-29T00:15:44,2025-10-29T00:23:31,1382.51,Converted
CART-80001770,GUEST-103312,2025-12-12T22:11:26,2025-12-12T22:15:16,366.42, abandoned  
CART-31525247,GUEST-100242,2025-08-28T12:05:31,2025-08-28T12:15:09,1613.47,abandoned
CART-48429534,GUEST-103370,2025-06-12T20:21:26,2025-06-12T20:28:11,83.12,abandoned
CART-46941825,CUST-6012,2025-12-09T23:10:18,2025-12-09T23:24:34,2283.64,abandoned
CART-25470092,CUST-10751,2025-10-09T03:16:59,2025-10-09T03:23:51,578.11,  abandoned 
CART-48307207,CUST-10214,2026-01-22T01:15:55,2026-01-22T01:23:30,0.0,emptied
CART-36591022,CUST-10682,2025-11-09T19:22:57,2025-11-09T19:25:49,190.68,converted
CART-80546772,CUST-8053,2026-01-15T22:22:38,2026-01-15T22:43:05,6405.7,converted
CART-90702416,CUST-6324,2025-06-12T20:41:12,2025-06-12T20:50:31,443.32,abandoned
CART-76453462,GUEST-103651,2025-06-04T11:22:21,2025-06-04T11:27:04,0.0,emptied
CART-17819792,CUST-5761,2025-06-14T07:31:22,2025-06-14T07:43:55,2024.92,abandoned
CART-92533740,GUEST-103547,2025-12-09T14:16:13,2025-12-09T14:18:04,315.36,abandoned
CART-63539938,CUST-7827,2025-04-26T01:10:21,2025-04-26T01:12:38,117.92,abandoned
CART-54862004,GUEST-100480,2025-09-21T22:18:11,2025-09-21T22:32:24,1094.18,ABANDONED
CART-32704446,GUEST-101769,2026-03-29T02:41:43,2026-03-29T02:50:34,0.0,emptied
CART-89545526,CUST-7138,2025-05-05T23:52:41,2025-05-06T00:00:41,489.73,converted
CART-30282589,CUST-8161,2025-09-06T00:11:08,2025-09-06T00:30:34,1652.42,abandoned
CART-52395984,GUEST-103991,2026-01-08T14:42:33,2026-01-08T14:52:13,2570.74,abandoned
CART-61295435,GUEST-102799,2025-04-28T04:29:11,2025-04-28T04:37:17,0.0,emptied
CART-01732898,CUST-9603,2025-11-21T14:16:52,2025-11-21T14:23:09,523.75,abandoned
CART-40442651,CUST-5286,2025-06-28T03:06:46,2025-06-28T03:09:04,73.02,converted
CART-23855868,CUST-9937,2026-03-24T22:28:19,2026-03-24T22:36:57,1029.7,abandoned
CART-69549099,GUEST-102098,2025-12-13T08:09:20,2025-12-13T08:12:33,297.54,converted
CART-93663349,GUEST-100795,2025-09-18T05:05:10,2025-09-18T05:21:03,2048.94,abandoned
CART-24134968,CUST-6056,2025-10-27T15:40:00,2025-10-27T15:54:26,0.0,emptied
CART-85379761,GUEST-102311,2025-08-19T23:42:49,2025-08-19T23:52:22,1792.85,abandoned
CART-39192660,CUST-9156,2025-06-15T23:27:48,2025-06-15T23:38:52,303.35,abandoned
CART-87155933,CUST-5544,2025-05-18T01:32:20,2025-05-18T01:57:08,5286.52,abandoned
CART-70115747,GUEST-101172,2025-11-04T15:51:29,2025-11-04T16:02:37,1400.6,converted
CART-55309181,CUST-9147,2025-06-28T20:18:11,2025-06-28T20:34:34,1613.82,abandoned
CART-38350378,CUST-10505,2026-03-09T20:58:59,2026-03-09T21:05:54,709.43,abandoned
CART-07593708,CUST-9675,2025-10-28T00:57:16,2025-10-28T01:13:05,2313.18,converted
CART-64467199,GUEST-100886,2025-09-08T23:34:06,2025-09-08T23:40:38,1047.26,abandoned
CART-93981771,CUST-5886,2025-09-19T21:07:49,2025-09-19T21:10:23,264.99,abandoned
CART-06877788,CUST-5354,2025-08-24T15:47:15,2025-08-24T16:00:52,1534.8,abandoned
CART-24990360,GUEST-101992,2026-01-04T07:41:31,2026-01-04T07:55:49,1237.33,abandoned
CART-78293258,GUEST-103523,2025-08-01T12:41:25,2025-08-01T12:49:41,756.03,  abandoned 
CART-97363940,GUEST-101539,2025-09-08T06:10:33,2025-09-08T06:26:23,939.18,abandoned
CART-63362160,CUST-9267,2026-03-15T07:11:52,2026-03-15T07:27:59,2466.98,converted
CART-98134649,CUST-6075,2025-09-15T23:50:05,2025-09-16T00:29:01,0.0,emptied
CART-47173255,GUEST-101720,2026-02-23T19:50:42,2026-02-23T20:03:46,1702.78, abandoned  
CART-02688900,GUEST-101160,2026-01-12T14:02:58,2026-01-12T14:29:00,2385.52,abandoned
CART-64580676,GUEST-103982,2025-10-13T03:48:29,2025-10-13T03:50:36,0.0,emptied
CART-29271316,CUST-10844,2025-10-09T01:15:50,2025-10-09T01:21:53,1186.67,abandoned
CART-86820399,GUEST-100258,2025-09-13T06:17:35,2025-09-13T06:20:46,298.14,abandoned
CART-60778537,CUST-9521,2025-10-23T06:57:34,2025-10-23T07:08:57,677.62,abandoned
CART-40389125,CUST-9333,2025-08-10T01:25:58,2025-08-10T01:41:32,563.49,abandoned
CART-27957611,GUEST-103736,2025-10-14T22:45:10,2025-10-14T23:05:42,1536.06,abandoned
CART-64643591,CUST-7592,2025-10-09T19:46:57,2025-10-09T19:49:44,150.01,abandoned
CART-45238608,CUST-10231,2025-10-02T19:04:06,2025-10-02T19:17:35,1078.18,abandoned
CART-37777579,CUST-10669,2026-04-14T18:06:30,2026-04-14T18:19:52,3846.46,abandoned
CART-54163156,GUEST-103870,2025-11-19T20:17:21,2025-11-19T20:42:41,2477.19,converted
CART-47628508,CUST-8883,2026-02-16T02:35:50,2026-02-16T02:57:45,2381.58,abandoned
CART-62846419,CUST-9146,2025-09-18T08:26:30,2025-09-18T08:48:14,2222.86,  converted  
CART-83894286,CUST-9253,2026-02-23T23:50:47,2026-02-24T00:18:57,4793.07,abandoned
CART-91363214,GUEST-102723,2026-04-01T22:10:15,2026-04-01T22:17:53,792.04,abandoned
CART-40606486,GUEST-102255,2025-10-21T16:26:59,2025-10-21T16:43:28,1233.22,abandoned
CART-75441299,GUEST-100243,2025-09-23T16:54:50,2025-09-23T16:55:42,211.74,abandoned
CART-90546567,GUEST-103302,2025-11-02T01:50:45,2025-11-02T02:02:17,0.0,emptied
CART-77331794,CUST-10331,2025-12-08T20:43:23,2025-12-08T21:02:33,1816.92,abandoned
CART-65543271,CUST-10153,2025-12-17T19:42:18,2025-12-17T19:59:12,1541.55, abandoned 
CART-41537476,GUEST-103836,2025-10-07T08:31:50,2025-10-07T08:39:12,260.0,abandoned
CART-56838654,GUEST-102954,2026-02-10T00:50:25,2026-02-10T01:11:24,1566.26,abandoned
CART-04905640,CUST-6090,2025-07-15T15:27:19,2025-07-15T15:45:58,3404.23,abandoned
CART-47745483,CUST-5184,2025-08-22T16:48:53,2025-08-22T16:50:33,394.88,abandoned
CART-84400935,CUST-7157,2025-05-12T21:53:54,2025-05-12T22:08:57,2517.45,abandoned
CART-82465126,CUST-8003,2025-12-29T11:56:51,2025-12-29T12:20:09,1473.9,abandoned
CART-67072551,CUST-5344,2025-09-08T22:26:07,2025-09-08T22:33:33,193.99,abandoned
CART-32430449,GUEST-101262,2025-06-25T03:51:26,2025-06-25T03:58:10,799.63,converted
CART-38114458,GUEST-100912,2025-09-26T11:56:34,2025-09-26T11:58:51,538.32,abandoned
CART-40154240,CUST-9598,2025-08-06T13:35:31,2025-08-06T13:58:22,3144.58,abandoned
CART-93831715,GUEST-100391,2025-11-16T12:17:01,2025-11-16T12:33:33,0.0,emptied
CART-64380677,CUST-11050,2025-10-31T17:18:16,2025-10-31T17:20:32,205.04,abandoned
CART-83531349,CUST-8401,2026-02-27T14:51:30,2026-02-27T15:07:56,1881.41,abandoned
CART-37284543,CUST-6230,2025-08-31T23:07:38,2025-08-31T23:10:00,360.07,  abandoned 
CART-57682907,GUEST-102154,2025-08-10T17:33:39,2025-08-10T17:39:17,0.0,emptied
CART-72684398,GUEST-100124,2026-04-11T13:27:41,2026-04-11T13:45:28,1806.44,abandoned
CART-28619602,CUST-10640,2026-03-08T12:38:47,2026-03-08T12:44:28,824.04,abandoned
CART-91321176,GUEST-103265,2025-04-28T15:15:10,2025-04-28T15:45:25,0.0,  emptied 
CART-96238657,GUEST-100863,2025-11-15T15:39:53,2025-11-15T15:42:22,436.56,abandoned
CART-34519613,CUST-7282,2025-11-19T15:46:33,2025-11-19T16:02:35,0.0,emptied
CART-13502837,GUEST-101759,2025-08-09T23:32:06,2025-08-09T23:46:53,981.25,abandoned
CART-63471638,CUST-9430,2025-11-04T07:04:33,2025-11-04T07:18:33,1745.87,abandoned
CART-32567858,CUST-7193,2025-11-21T13:33:26,2025-11-21T13:50:32,2050.9,converted
CART-25234063,CUST-8643,2025-12-23T10:39:53,2025-12-23T10:42:54,342.28,converted
CART-18150263,CUST-8898,2025-07-09T13:23:37,2025-07-09T13:39:41,0.0,emptied
CART-71271766,CUST-10025,2025-06-16T16:09:42,2025-06-16T16:19:23,1583.11,abandoned
CART-70185097,CUST-7103,2025-11-17T00:42:53,2025-11-17T00:55:47,2164.58,abandoned
CART-85479680,CUST-7606,2026-01-23T09:05:32,2026-01-23T09:10:59,1032.07,abandoned
CART-34360412,GUEST-102941,2026-01-09T00:06:00,2026-01-09T00:18:06,2661.7,abandoned
CART-36685268,CUST-9043,2025-07-05T11:23:49,2025-07-05T11:30:40,0.0,emptied
CART-08762653,CUST-9813,2026-02-10T18:50:59,2026-02-10T19:05:45,1081.38,abandoned
CART-16778748,CUST-9005,2025-06-07T11:25:30,2025-06-07T11:44:24,2221.85,abandoned
CART-00506362,GUEST-101710,2025-08-24T07:26:46,2025-08-24T07:37:36,1220.91,abandoned
CART-85578433,CUST-5485,2025-06-15T22:23:59,2025-06-15T22:38:50,2458.33,abandoned
CART-08611025,CUST-9053,2026-03-31T11:11:27,2026-03-31T11:28:35,0.0,emptied
CART-57512441,GUEST-101557,2025-07-23T12:53:19,2025-07-23T13:12:29,2183.83,abandoned
CART-38037604,GUEST-103821,2025-10-01T05:48:52,2025-10-01T05:57:37,1719.34,  abandoned  
CART-42180407,CUST-8164,2025-07-01T01:08:50,2025-07-01T01:31:19,2578.76,abandoned
CART-16352396,GUEST-100429,2025-05-04T10:42:55,2025-05-04T10:52:37,942.58,ABANDONED
CART-62426436,GUEST-100829,2025-12-27T06:19:28,2025-12-27T06:23:05,93.29,abandoned
CART-58095663,GUEST-102399,2025-05-09T18:31:31,2025-05-09T18:47:24,1410.84, abandoned 
CART-98321066,GUEST-100134,2025-11-02T17:59:37,2025-11-02T18:10:56,1704.9,abandoned
CART-47183314,GUEST-101824,2025-12-10T10:06:49,2025-12-10T10:10:44,0.0,emptied
CART-05825943,CUST-10939,2025-10-03T21:47:54,2025-10-03T21:49:11,455.06,CONVERTED
CART-80447088,CUST-8839,2025-06-18T20:42:07,2025-06-18T20:58:25,0.0,  emptied  
CART-39139400,CUST-6164,2025-10-10T20:21:22,2025-10-10T20:40:12,2337.88,abandoned
CART-88223752,GUEST-100271,2025-09-26T05:46:56,2025-09-26T05:57:48,1231.24,abandoned
CART-87009575,CUST-6801,2025-05-07T02:38:24,2025-05-07T02:51:43,1508.57,abandoned
