return_item_id,return_id,order_id,product_id,product_name,category,quantity_returned,unit_price,cost_price,refunded_amount
43,RTN-20288478,ORD-80568620,699,Durable Jeans,Clothing,1,153.35,69.5,153.35
44,RTN-20288478,ORD-80568620,813,Elegant Lamp,Home,2,230.86,115.5,461.72
45,RTN-20288478,ORD-80568620,953,Compact Speaker,Electronics,1,178.48,77.82,178.48
46,RTN-20288478,ORD-80568620,1073,Stylish Sweater,Clothing,3,47.08,29.48,141.24
47,RTN-20288478,ORD-80568620,1156,Smart Speaker,Electronics,3,244.74,134.55,734.22
48,RTN-44174849,ORD-12920687,206,Smart Monitor,Electronics,1,134.1,66.05,134.1
49,RTN-44174849,ORD-12920687,278,Educational Doll,Toys,1,110.99,74.72,110.99
50,RTN-44174849,ORD-12920687,615,Illustrated Guide,Books,3,139.87,71.84,419.61
51,RTN-00703969,ORD-48753292,119,Cozy Lamp,Home,2,154.36,96.02,308.72
52,RTN-00703969,ORD-48753292,601,Smart Headphones,Electronics,3,116.9,81.03,350.7
53,RTN-00703969,ORD-48753292,899,Educational Doll,Toys,3,22.45,13.11,67.35
54,RTN-00703969,ORD-48753292,1241,Stylish Shirt,Clothing,1,5.51,3.11,5.51
55,RTN-98152706,ORD-89295678,1282,Cozy Lamp,Home,3,221.53,103.54,664.59
56,RTN-18526624,ORD-07951406,783,Smart Headphones,Electronics,4,176.83,112.72,707.32
57,RTN-18526624,ORD-07951406,470,Colorful Doll,Toys,3,96.11,60.06,288.33
58,RTN-18526624,ORD-07951406,107,Smart Headphones,Electronics,2,104.08,49.23,208.16
59,RTN-52522265,ORD-44728386,1021,Stylish Jacket,Clothing,3,76.83,53.08,230.49
60,RTN-84990770,ORD-93430697,543,stylish sweater,Clothing,2,83.34,51.52,166.68
61,RTN-84990770,ORD-93430697,1049,Compact Camera,Electronics,4,78.54,46.51,314.16
62,RTN-84990770,ORD-93430697,136,Classic Shirt,Clothing,2,220.81,120.43,441.62
63,RTN-84990770,ORD-93430697,862,Cozy Chair,Home,2,183.89,126.57,367.78
64,RTN-84990770,ORD-93430697,317,Colorful Doll,Toys,2,31.76,19.76,63.52
65,RTN-95575796,ORD-89315847,369,Rustic Chair,Home,2,46.47,28.63,92.94
66,RTN-95575796,ORD-89315847,47,Classic Jacket,Clothing,1,220.42,112.6,220.42
67,RTN-95575796,ORD-89315847,324,Wireless Camera,Electronics,1,144.15,62.3,144.15
68,RTN-61549241,ORD-05971125,346,SMART MONITOR,Electronics,1,170.01,95.77,170.01
69,RTN-61549241,ORD-05971125,92,Hardcover Novel,Books,1,196.4,116.96,196.4
70,RTN-61549241,ORD-05971125,783,Smart Headphones,Electronics,1,176.83,112.72,176.83
71,RTN-61549241,ORD-05971125,1051,Wireless Camera,Electronics,1,125.8,86.95,125.8
72,RTN-32682465,ORD-70239618,1228,Cozy Lamp,Home,1,116.02,80.62,116.02
73,RTN-32682465,ORD-70239618,993,Modern Guide,Books,2,188.04,125.9,376.08
74,RTN-32682465,ORD-70239618,508,Compact Headphones,Electronics,1,70.3,45.34,70.3
75,RTN-32682465,ORD-70239618,416,Stylish Jeans,Clothing,2,140.22,70.01,280.44
76,RTN-68358734,ORD-29062941,768,Interactive Blocks,Toys,1,176.62,96.72,176.62
77,RTN-29802060,ORD-00755437,72,Smart Camera,Electronics,2,27.88,19.11,55.76
78,RTN-29802060,ORD-00755437,1197,Colorful Puzzle,Toys,3,70.62,41.98,211.86
79,RTN-29802060,ORD-00755437,1231,Modern Novel,Books,2,40.91,21.59,81.82
80,RTN-79328069,ORD-04789824,187,Modern Lamp,Home,1,125.12,84.19,125.12
81,RTN-79328069,ORD-04789824,370,Comfortable Jacket,Clothing,2,210.57,88.92,421.14
82,RTN-79328069,ORD-04789824,434,Elegant Rug,Home,1,56.42,35.05,56.42
83,RTN-79328069,ORD-04789824,436,Smart Camera,Electronics,1,151.23,68.13,151.23
84,RTN-79328069,ORD-04789824,672,rustic lamp,Home,3,81.74,51.96,245.22
85,RTN-79328069,ORD-04789824,736,Elegant Table,Home,3,82.33,33.14,246.99
86,RTN-79328069,ORD-04789824,800,Stylish Jeans,Clothing,3,141.81,80.47,425.43
87,RTN-79328069,ORD-04789824,882,ELEGANT RUG,Home,1,122.97,72.33,122.97
88,RTN-64524598,ORD-00736090,283,Fun Puzzle,Toys,2,24.9,17.05,49.8
89,RTN-64524598,ORD-00736090,357,Elegant Table,Home,2,242.11,137.32,484.22
90,RTN-64524598,ORD-00736090,692,Rustic Rug,Home,3,163.58,85.6,490.74
91,RTN-64524598,ORD-00736090,754,Portable Speaker,Electronics,1,11.46,5.95,11.46
92,RTN-64524598,ORD-00736090,1088,Wireless Monitor,Electronics,1,171.14,118.36,171.14
93,RTN-45001183,ORD-90101701,47,Classic Jacket,Clothing,1,220.42,112.6,220.42
94,RTN-45001183,ORD-90101701,776,  Elegant Rug  ,Home,1,120.84,73.04,120.84
95,RTN-45001183,ORD-90101701,1138,Interactive Blocks,Toys,2,115.62,76.55,231.24
96,RTN-72167506,ORD-09840034,279,Compact Camera,Electronics,1,45.34,22.52,45.34
97,RTN-72167506,ORD-09840034,260,Illustrated Memoir,Books,1,24.34,14.14,24.34
98,RTN-08224883,ORD-75159115,1114,Durable Sweater,Clothing,1,206.81,122.81,206.81
99,RTN-08224883,ORD-75159115,224,Elegant Chair,Home,2,245.68,104.49,491.36
100,RTN-72230102,ORD-89270707,16,MODERN CHAIR,Home,1,58.73,41.07,58.73
101,RTN-72230102,ORD-89270707,479,Classic Anthology,Books,3,26.16,14.05,78.48
102,RTN-72230102,ORD-89270707,543,Stylish Sweater,Clothing,1,83.34,51.52,83.34
103,RTN-72230102,ORD-89270707,784,Rustic Chair,Home,2,245.51,156.28,491.02
104,RTN-72230102,ORD-89270707,1161,Elegant Table,Home,1,92.35,56.58,92.35
105,RTN-72230102,ORD-89270707,1247,Fun Puzzle,Toys,3,52.14,30.53,156.42
106,RTN-20046393,ORD-46735788,11,  Educational Doll  ,Toys,2,45.03,23.14,90.06
107,RTN-20046393,ORD-46735788,428,Modern Table,Home,3,172.75,90.64,518.25
108,RTN-20046393,ORD-46735788,1045,Illustrated Memoir,Books,2,26.67,13.94,53.34
109,RTN-20046393,ORD-46735788,1052,Interactive Car,Toys,1,217.74,128.12,217.74
110,RTN-20046393,ORD-46735788,726,Classic Shirt,Clothing,3,239.08,132.68,717.24
111,RTN-37808576,ORD-46735788,1221,Educational Car,Toys,1,114.32,52.76,114.32
112,RTN-42505371,ORD-94011042,266,Modern Novel,Books,1,153.25,92.52,153.25
113,RTN-42505371,ORD-94011042,659,Illustrated Memoir,Books,6,169.96,95.25,1019.76
114,RTN-42505371,ORD-94011042,778,Modern Anthology,Books,2,53.69,35.77,107.38
115,RTN-42505371,ORD-94011042,822,Fun Puzzle,Toys,6,169.58,89.38,1017.48
116,RTN-42505371,ORD-94011042,926,Rustic Lamp,Home,5,38.62,24.79,193.1
117,RTN-42505371,ORD-94011042,983,Modern Rug,Home,5,55.51,32.86,277.55
118,RTN-04749563,ORD-53518544,569,Stylish Jeans,Clothing,2,225.42,144.64,450.84
119,RTN-04749563,ORD-53518544,877,Hardcover Novel,Books,1,33.96,18.32,33.96
120,RTN-04749563,ORD-53518544,1145,Elegant Rug,Home,1,179.82,82.21,179.82
121,RTN-04749563,ORD-53518544,768,Interactive Blocks,Toys,2,176.62,96.72,353.24
122,RTN-04749563,ORD-53518544,96,Modern Memoir,Books,1,235.66,108.29,235.66
123,RTN-04749563,ORD-53518544,1164,Colorful Doll,Toys,1,147.97,102.32,147.97
124,RTN-04749563,ORD-53518544,164,Wireless Camera,Electronics,1,198.21,81.27,198.21
125,RTN-25119700,ORD-05576650,1138,Interactive Blocks,Toys,2,115.62,76.55,231.24
126,RTN-25119700,ORD-05576650,1012,Colorful Puzzle,Toys,1,32.19,16.41,32.19
127,RTN-25119700,ORD-05576650,984,Modern Rug,Home,1,234.83,136.94,234.83
128,RTN-25119700,ORD-05576650,244,Hardcover Guide,Books,2,14.38,9.71,28.76
129,RTN-25119700,ORD-05576650,661,Illustrated Anthology,Books,1,192.49,102.27,192.49
130,RTN-20588346,ORD-99034858,154,Classic Anthology,Books,3,110.52,52.3,331.56
131,RTN-20588346,ORD-99034858,1030,  Cozy Chair ,Home,1,50.2,28.55,50.2
132,RTN-20588346,ORD-99034858,1224,Colorful Doll,Toys,1,27.74,15.69,27.74
133,RTN-31700479,ORD-43393504,1,Wireless Camera,Electronics,1,65.0,28.72,65.0
134,RTN-31700479,ORD-43393504,496,Comfortable Shirt,Clothing,2,29.97,19.13,59.94
135,RTN-50129603,ORD-23420802,1126,Modern Rug,Home,2,241.01,159.99,482.02
136,RTN-50129603,ORD-23420802,1192,Elegant Lamp,Home,1,45.7,20.37,45.7
137,RTN-50129603,ORD-23420802,758, Modern Chair  ,Home,1,139.39,61.41,139.39
138,RTN-50129603,ORD-23420802,104,Rustic Chair,Home,1,200.47,100.66,200.47
139,RTN-50129603,ORD-23420802,1233,ELEGANT CHAIR,Home,2,170.82,88.97,341.64
140,RTN-29578100,ORD-25917727,212,Illustrated Memoir,Books,2,10.11,5.03,20.22
141,RTN-29578100,ORD-25917727,219,Cozy Chair,Home,3,41.98,17.65,125.94
142,RTN-29578100,ORD-25917727,436,  Smart Camera ,Electronics,1,151.23,68.13,151.23
143,RTN-29578100,ORD-25917727,524,Elegant Chair,Home,1,56.37,34.27,56.37
144,RTN-29578100,ORD-25917727,931,Compact Camera,Electronics,1,118.91,50.35,118.91
145,RTN-29578100,ORD-25917727,1205,Wireless Camera,Electronics,3,110.5,64.67,331.5
146,RTN-59064652,ORD-19764580,78,Cozy Table,Home,6,155.1,95.51,930.6
147,RTN-59064652,ORD-19764580,133,Fun Car,Toys,5,26.57,12.64,132.85
148,RTN-59064652,ORD-19764580,302,Colorful Doll,Toys,5,101.27,59.24,506.35
149,RTN-59064652,ORD-19764580,514,Classic Jeans,Clothing,4,230.1,150.32,920.4
150,RTN-59064652,ORD-19764580,537,Durable Jacket,Clothing,2,69.51,37.5,139.02
151,RTN-59064652,ORD-19764580,602,Elegant Lamp,Home,4,204.23,135.25,816.92
152,RTN-59064652,ORD-19764580,828,Educational Doll,Toys,3,138.87,86.81,416.61
153,RTN-59064652,ORD-19764580,871,Smart Camera,Electronics,5,95.3,48.95,476.5
154,RTN-59064652,ORD-19764580,1017,Fun Car,Toys,2,178.91,107.97,357.82
155,RTN-29456862,ORD-81113320,446,Wireless Headphones,Electronics,2,113.12,45.27,226.24
156,RTN-29456862,ORD-81113320,773,Comfortable Sweater,Clothing,1,195.03,82.19,195.03
157,RTN-29456862,ORD-81113320,987,Smart Headphones,Electronics,3,118.73,69.81,356.19
158,RTN-63253060,ORD-47833322,15,Hardcover Guide,Books,1,187.52,105.33,187.52
159,RTN-63253060,ORD-47833322,823,Classic Sweater,Clothing,1,150.5,61.29,150.5
160,RTN-63253060,ORD-47833322,840,Classic Memoir,Books,3,137.85,63.69,413.55
161,RTN-63253060,ORD-47833322,1149,Interactive Puzzle,Toys,1,7.53,3.31,7.53
162,RTN-47016673,ORD-75021444,57,Rustic Rug,Home,1,216.83,150.23,216.83
163,RTN-47016673,ORD-75021444,456,Wireless Headphones,Electronics,1,189.35,109.23,189.35
164,RTN-47016673,ORD-75021444,490,Comfortable Jeans,Clothing,3,30.89,16.52,92.67
165,RTN-47016673,ORD-75021444,700,Fun Puzzle,Toys,1,123.15,54.07,123.15
166,RTN-47016673,ORD-75021444,937,Smart Speaker,Electronics,2,75.27,31.97,150.54
167,RTN-47016673,ORD-75021444,1147,Hardcover Memoir,Books,1,49.19,31.37,49.19
168,RTN-47016673,ORD-75021444,1187,Elegant Lamp,Home,3,101.76,41.11,305.28
169,RTN-18467669,ORD-68419714,980,Classic Jeans,Clothing,1,112.47,76.22,112.47
170,RTN-18467669,ORD-68419714,1103,Modern Memoir,Books,1,83.99,36.06,83.99
171,RTN-18467669,ORD-68419714,1235,Modern Rug,Home,3,40.36,17.68,121.08
172,RTN-09433288,ORD-17700214,1275,Stylish Shirt,Clothing,1,241.99,99.47,241.99
173,RTN-55407822,ORD-07451952,503,Elegant Lamp,Home,1,73.55,32.45,73.55
174,RTN-55407822,ORD-07451952,489,Classic Memoir,Books,1,71.63,30.26,71.63
175,RTN-55407822,ORD-07451952,840,Classic Memoir,Books,1,137.85,63.69,137.85
176,RTN-55407822,ORD-07451952,182,Compact Speaker,Electronics,1,92.77,59.05,92.77
177,RTN-38217573,ORD-97715374,137,Educational Doll,Toys,4,81.13,32.78,324.52
178,RTN-38217573,ORD-97715374,260,Illustrated Memoir,Books,2,24.34,14.14,48.68
179,RTN-38217573,ORD-97715374,300,Wireless Speaker,Electronics,4,38.57,19.28,154.28
180,RTN-38217573,ORD-97715374,364,Modern Memoir,Books,3,29.16,20.25,87.48
181,RTN-38217573,ORD-97715374,618,Portable Monitor,Electronics,1,13.78,7.78,13.78
182,RTN-38217573,ORD-97715374,708,Durable Shirt,Clothing,3,48.79,27.7,146.37
183,RTN-38217573,ORD-97715374,949,Modern Rug,Home,2,184.91,106.62,369.82
184,RTN-38217573,ORD-97715374,1083,comfortable sweater,Clothing,4,243.93,122.35,975.72
185,RTN-38217573,ORD-97715374,1084,Compact Monitor,Electronics,4,182.67,88.33,730.68
186,RTN-38217573,ORD-97715374,1229,Educational Blocks,Toys,2,78.3,46.99,156.6
187,RTN-26752888,ORD-12249623,86,Rustic Table,Home,3,58.76,31.19,176.28
188,RTN-26752888,ORD-12249623,210,Illustrated Memoir,Books,1,216.13,89.19,216.13
189,RTN-26752888,ORD-12249623,760,Modern Guide,Books,3,202.15,107.66,606.45
190,RTN-26752888,ORD-12249623,971,Interactive Puzzle,Toys,2,14.08,5.87,28.16
191,RTN-26752888,ORD-12249623,1007,Portable Camera,Electronics,1,44.64,24.01,44.64
192,RTN-26752888,ORD-12249623,1027,Classic Sweater,Clothing,2,116.7,52.5,233.4
193,RTN-86319605,ORD-42054670,997,Classic Sweater,Clothing,1,54.54,23.9,54.54
194,RTN-86319605,ORD-42054670,1044,Rustic Lamp,Home,1,40.19,19.73,40.19
195,RTN-86319605,ORD-42054670,1077,Compact Monitor,Electronics,1,191.76,117.25,191.76
196,RTN-86319605,ORD-42054670,1140,Hardcover Memoir,Books,5,219.72,150.16,1098.6
197,RTN-86319605,ORD-42054670,1216,Cozy Lamp,Home,1,113.43,71.58,113.43
198,RTN-86319605,ORD-42054670,1273, Portable Camera  ,Electronics,1,234.38,125.01,234.38
199,RTN-86340905,ORD-72488609,632,Educational Doll,Toys,2,56.38,34.64,112.76
200,RTN-86340905,ORD-72488609,1257,Durable Shirt,Clothing,2,237.59,114.23,475.18
201,RTN-84933063,ORD-25591222,259,Cozy Rug,Home,1,126.57,69.52,126.57
202,RTN-84933063,ORD-25591222,308,  Portable Camera  ,Electronics,1,107.6,56.37,107.6
203,RTN-84933063,ORD-25591222,605,Smart Camera,Electronics,1,49.8,25.91,49.8
204,RTN-84933063,ORD-25591222,782,Elegant Chair,Home,2,233.06,162.93,466.12
205,RTN-84933063,ORD-25591222,1101,Smart Speaker,Electronics,2,117.92,77.71,235.84
206,RTN-84933063,ORD-25591222,1109,Classic Memoir,Books,2,167.55,82.77,335.1
207,RTN-78178701,ORD-24131878,87,Cozy Table,Home,1,182.42,118.97,182.42
208,RTN-76021586,ORD-57182478,25,Elegant Rug,Home,4,36.46,19.78,145.84
209,RTN-76021586,ORD-57182478,157,Modern Anthology,Books,5,168.38,112.76,841.9
210,RTN-76021586,ORD-57182478,176,  Rustic Chair ,Home,5,29.34,17.77,146.7
211,RTN-76021586,ORD-57182478,193,Hardcover Memoir,Books,6,21.45,13.93,128.7
212,RTN-76021586,ORD-57182478,302,Colorful Doll,Toys,5,101.27,59.24,506.35
213,RTN-76021586,ORD-57182478,339,Rustic Table,Home,1,116.92,48.79,116.92
214,RTN-76021586,ORD-57182478,387,Rustic Chair,Home,1,140.49,72.02,140.49
215,RTN-76021586,ORD-57182478,779,Compact Monitor,Electronics,4,84.51,38.05,338.04
216,RTN-76021586,ORD-57182478,921,Smart Speaker,Electronics,4,216.01,142.5,864.04
217,RTN-87436724,ORD-77437503,461,Fun Blocks,Toys,1,233.81,102.78,233.81
218,RTN-87436724,ORD-77437503,1123,Modern Guide,Books,1,234.2,109.0,234.2
219,RTN-87436724,ORD-77437503,493,Fun Doll,Toys,2,209.8,104.55,419.6
220,RTN-98975748,ORD-37724823,201,Compact Speaker,Electronics,5,27.48,15.37,137.4
221,RTN-98704665,ORD-33193603,315,Classic Jacket,Clothing,1,75.47,46.36,75.47
222,RTN-98704665,ORD-33193603,905,Rustic Rug,Home,1,40.21,26.89,40.21
223,RTN-55310059,ORD-25611603,41,Educational Puzzle,Toys,2,240.39,101.93,480.78
224,RTN-55310059,ORD-25611603,43,COMFORTABLE JACKET,Clothing,1,107.71,61.94,107.71
225,RTN-55310059,ORD-25611603,106,Educational Car,Toys,3,163.25,89.34,489.75
226,RTN-55310059,ORD-25611603,278,Educational Doll,Toys,2,110.99,74.72,221.98
227,RTN-55310059,ORD-25611603,672,RUSTIC LAMP,Home,3,81.74,51.96,245.22
228,RTN-55310059,ORD-25611603,929,Rustic Chair,Home,1,105.66,59.58,105.66
229,RTN-55310059,ORD-25611603,996,Stylish Shirt,Clothing,2,48.62,24.9,97.24
230,RTN-55310059,ORD-25611603,1130,CLASSIC NOVEL,Books,2,234.4,146.97,468.8
231,RTN-85275840,ORD-05612498,52,Cozy Lamp,Home,1,5.87,3.71,5.87
232,RTN-85275840,ORD-05612498,262,Modern Memoir,Books,1,45.83,24.44,45.83
233,RTN-85275840,ORD-05612498,782,Elegant Chair,Home,2,233.06,162.93,466.12
234,RTN-85275840,ORD-05612498,1278,Educational Puzzle,Toys,2,149.1,93.01,298.2
235,RTN-34258606,ORD-05905919,824,Classic Shirt,Clothing,1,157.68,83.91,157.68
236,RTN-34258606,ORD-05905919,806,Modern Memoir,Books,1,240.16,96.08,240.16
237,RTN-34258606,ORD-05905919,1017,Fun Car,Toys,2,178.91,107.97,357.82
238,RTN-34258606,ORD-05905919,786,Illustrated Memoir,Books,2,178.12,101.12,356.24
239,RTN-34258606,ORD-05905919,625,Durable Jeans,Clothing,1,180.61,78.08,180.61
240,RTN-63640209,ORD-71685007,19,Illustrated Novel,Books,1,172.02,96.52,172.02
241,RTN-63640209,ORD-71685007,55,Smart Camera,Electronics,2,225.25,143.9,450.5
242,RTN-63640209,ORD-71685007,396,Cozy Table,Home,1,196.75,100.02,196.75
243,RTN-63640209,ORD-71685007,422,Smart Camera,Electronics,2,212.15,124.15,424.3
244,RTN-63640209,ORD-71685007,744,Fun Car,Toys,1,29.25,13.13,29.25
245,RTN-63640209,ORD-71685007,881,Fun Doll,Toys,1,52.53,34.15,52.53
246,RTN-82832164,ORD-20954273,98,Modern Anthology,Books,2,21.89,13.01,43.78
247,RTN-82832164,ORD-20954273,538,Illustrated Guide,Books,1,189.3,113.63,189.3
248,RTN-82832164,ORD-20954273,751,Modern Anthology,Books,1,222.48,141.12,222.48
249,RTN-82832164,ORD-20954273,978,Illustrated Guide,Books,3,83.79,57.77,251.37
250,RTN-82832164,ORD-20954273,1183,Classic Novel,Books,1,193.32,78.27,193.32
251,RTN-53255304,ORD-41935994,35,Modern Guide,Books,4,219.25,92.66,877.0
252,RTN-53255304,ORD-41935994,72,Smart Camera,Electronics,2,27.88,19.11,55.76
253,RTN-53255304,ORD-41935994,104,Rustic Chair,Home,1,200.47,100.66,200.47
254,RTN-53255304,ORD-41935994,211,Elegant Chair,Home,4,146.06,83.55,584.24
255,RTN-53255304,ORD-41935994,698,Fun Doll,Toys,2,97.66,42.94,195.32
256,RTN-53255304,ORD-41935994,991,Wireless Speaker,Electronics,5,231.59,104.86,1157.95
257,RTN-53255304,ORD-41935994,1016,Cozy Lamp,Home,5,20.53,10.34,102.65
258,RTN-53255304,ORD-41935994,1066,Comfortable Shirt,Clothing,6,174.25,110.69,1045.5
259,RTN-69916641,ORD-82232706,879,  Compact Camera ,Electronics,3,67.33,28.3,201.99
260,RTN-25045483,ORD-16611683,334,Rustic Table,Home,4,188.2,109.48,752.8
261,RTN-25045483,ORD-16611683,380,Fun Puzzle,Toys,2,61.29,41.09,122.58
262,RTN-25045483,ORD-16611683,537,Durable Jacket,Clothing,2,69.51,37.5,139.02
263,RTN-25045483,ORD-16611683,670,Smart Speaker,Electronics,6,225.53,111.71,1353.18
264,RTN-25045483,ORD-16611683,695,Fun Blocks,Toys,2,237.08,110.24,474.16
265,RTN-25045483,ORD-16611683,901,Portable Speaker,Electronics,2,26.1,13.51,52.2
266,RTN-25045483,ORD-16611683,1024,Modern Anthology,Books,2,165.66,105.37,331.32
267,RTN-11572140,ORD-55852219,97,Smart Speaker,Electronics,3,200.08,114.0,600.24
268,RTN-11572140,ORD-55852219,214,Elegant Table,Home,3,218.28,136.15,654.84
269,RTN-11572140,ORD-55852219,274,Elegant Chair,Home,1,140.74,71.87,140.74
270,RTN-11572140,ORD-55852219,472, Illustrated Memoir ,Books,2,116.52,59.2,233.04
271,RTN-11572140,ORD-55852219,611, Educational Blocks ,Toys,2,132.18,80.16,264.36
272,RTN-11572140,ORD-55852219,647,Comfortable Jeans,Clothing,3,106.9,59.98,320.7
273,RTN-11572140,ORD-55852219,848,Modern Rug,Home,2,45.13,21.12,90.26
274,RTN-11572140,ORD-55852219,866,Modern Lamp,Home,2,152.3,61.22,304.6
275,RTN-37042252,ORD-56818293,223,Rustic Chair,Home,1,153.23,84.34,153.23
276,RTN-37042252,ORD-56818293,1143,Modern Chair,Home,1,41.57,28.58,41.57
277,RTN-37042252,ORD-56818293,13,Cozy Lamp,Home,1,56.69,38.71,56.69
278,RTN-37042252,ORD-56818293,818, Classic Jacket  ,Clothing,2,121.58,75.82,243.16
279,RTN-37042252,ORD-56818293,692,Rustic Rug,Home,1,163.58,85.6,163.58
280,RTN-21651018,ORD-58290228,193,Hardcover Memoir,Books,2,21.45,13.93,42.9
281,RTN-21651018,ORD-58290228,236, Colorful Car ,Toys,1,62.33,29.4,62.33
282,RTN-21651018,ORD-58290228,267,Modern Novel,Books,3,145.61,81.37,436.83
283,RTN-21651018,ORD-58290228,400,Classic Memoir,Books,1,242.1,153.63,242.1
284,RTN-21651018,ORD-58290228,649,Durable Jacket,Clothing,1,33.11,16.68,33.11
285,RTN-21651018,ORD-58290228,702,Rustic Table,Home,2,198.44,102.07,396.88
286,RTN-21651018,ORD-58290228,712,Durable Jacket,Clothing,1,202.07,130.73,202.07
287,RTN-21651018,ORD-58290228,998,Smart Headphones,Electronics,1,32.22,17.39,32.22
288,RTN-35849376,ORD-55897325,20,Illustrated Anthology,Books,1,111.52,59.79,111.52
289,RTN-35849376,ORD-55897325,32,Comfortable Jacket,Clothing,1,166.45,84.27,166.45
290,RTN-35849376,ORD-55897325,34,Stylish Jeans,Clothing,1,136.39,60.29,136.39
291,RTN-35849376,ORD-55897325,694,Comfortable Jeans,Clothing,2,68.27,31.0,136.54
292,RTN-35849376,ORD-55897325,951,Wireless Monitor,Electronics,2,28.94,12.48,57.88
293,RTN-32853375,ORD-52273427,206,Smart Monitor,Electronics,3,134.1,66.05,402.3
294,RTN-32853375,ORD-52273427,478, Stylish Jacket ,Clothing,2,238.75,100.44,477.5
295,RTN-32853375,ORD-52273427,734,Modern Guide,Books,1,188.79,82.78,188.79
296,RTN-32853375,ORD-52273427,751,Modern Anthology,Books,3,222.48,141.12,667.44
297,RTN-32853375,ORD-52273427,860,Interactive Doll,Toys,2,97.78,50.28,195.56
298,RTN-32853375,ORD-52273427,955,Portable Camera,Electronics,2,193.49,117.58,386.98
299,RTN-32853375,ORD-52273427,1077,Compact Monitor,Electronics,2,191.76,117.25,383.52
